currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.__typename,node.latestTrailer,node.certificate
52,ChartTitleEdge,234,EpisodeConnection,Episodes,tt0108778,Friends,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Friends,TitleText,rm2513109504,680,1000,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, and David Schwimmer in Friends (1994)",Markdown,Image,1994,2004.0,YearRange,8.9,1077265,RatingsSummary,316800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,Markdown,Plot,vi1515962393,Video,,Title,,
53,ChartTitleEdge,7,EpisodeConnection,Episodes,tt2571774,Africa,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Africa,TitleText,rm2280262145,1490,2235,https://m.media-amazon.com/images/M/MV5BNDdkZGViNzctZTJkMy00N2ZmLTg4NTUtZWM3YTE3ZTE3NjYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Africa (2013),Markdown,Image,2013,2013.0,YearRange,8.9,17031,RatingsSummary,21600,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.",Markdown,Plot,,,,Title,,
54,ChartTitleEdge,43,EpisodeConnection,Episodes,tt13675832,As If,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Gibi,TitleText,rm2167853569,1080,1350,https://m.media-amazon.com/images/M/MV5BZTUzZjU0M2MtZGFmYy00ZWU0LWJjZGUtOGJlMTI4MWI4ZDUxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_.jpg,Feyyaz Yigit and Kivanç Kilinç in As If (2021),Markdown,Image,2021,,YearRange,9.0,20755,RatingsSummary,1800,Runtime,,,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Yilmaz and Ilkkan are two friends who are constantly fighting each other. Their greatest feature is always being able to do something that will turn their ordinary lives upside down.,Markdown,Plot,vi926794521,Video,,Title,,
55,ChartTitleEdge,10,EpisodeConnection,Episodes,tt4742876,TVF Pitchers,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,TVF Pitchers,TitleText,rm842350081,2000,2500,https://m.media-amazon.com/images/M/MV5BYzA2NGM5MjAtMGJhMC00ZmE3LWFmYmEtZTVjNjA0MzQ4YmI1XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,TVF Pitchers (2015),Markdown,Image,2015,2022.0,YearRange,9.1,72084,RatingsSummary,2400,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,Markdown,Plot,vi3035481369,Video,,Title,,
56,ChartTitleEdge,172,EpisodeConnection,Episodes,tt0472954,It's Always Sunny in Philadelphia,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,It's Always Sunny in Philadelphia,TitleText,rm2019109889,1728,2520,https://m.media-amazon.com/images/M/MV5BZDc4NjU1MmMtZjIzNy00MWRhLWI4ZjUtYjY4YmFlY2NjMzA0XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,"Danny DeVito, Charlie Day, Rob McElhenney, Kaitlin Olson, and Glenn Howerton in It's Always Sunny in Philadelphia (2005)",Markdown,Image,2005,,YearRange,8.8,249113,RatingsSummary,1320,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,Markdown,Plot,vi2115224345,Video,,Title,,
57,ChartTitleEdge,45,EpisodeConnection,Episodes,tt0063929,Monty Python's Flying Circus,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Monty Python's Flying Circus,TitleText,rm2081033217,750,898,https://m.media-amazon.com/images/M/MV5BZGI1N2FiYTYtOWU3Mi00MjBlLWJkMGMtMjZmZTQwMDdiYjY3XkEyXkFqcGdeQXVyMTIwMjIwNjQ2._V1_.jpg,"Terry Gilliam, Terry Jones, and Monty Python in Monty Python's Flying Circus (1969)",Markdown,Image,1969,1974.0,YearRange,8.8,78355,RatingsSummary,1800,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The original surreal sketch comedy showcase for the Monty Python troupe.,Markdown,Plot,vi1334164761,Video,,Title,,
58,ChartTitleEdge,155,EpisodeConnection,Episodes,tt0200276,The West Wing,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The West Wing,TitleText,rm2673566976,1400,2100,https://m.media-amazon.com/images/M/MV5BNjk3ZWE3ZDctN2Q1YS00NzNhLWFjNmYtZTkwYWQxZmQ3NzM3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,"Rob Lowe, Martin Sheen, Allison Janney, Dulé Hill, Moira Kelly, Janel Moloney, Richard Schiff, John Spencer, and Bradley Whitford in The West Wing (1999)",Markdown,Image,1999,2006.0,YearRange,8.9,84633,RatingsSummary,2640,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Inside the lives of staffers in the West Wing of the White House.,Markdown,Plot,vi3802840601,Video,,Title,,
59,ChartTitleEdge,3,EpisodeConnection,Episodes,tt0081834,Das Boot,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Das Boot,TitleText,rm34101504,1425,2000,https://m.media-amazon.com/images/M/MV5BNTBhZTQzZGEtZmRiOS00MzAwLWI5MzQtYTc1YTRhMzU3NzQ5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Das Boot (1985),Markdown,Image,1985,1985.0,YearRange,8.8,33093,RatingsSummary,17580,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'War', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A World War II German U-Boat crew have a terrifying patrol mission in the early days of the war.,Markdown,Plot,,,,Title,,
60,ChartTitleEdge,120,EpisodeConnection,Episodes,tt0264235,Curb Your Enthusiasm,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Curb Your Enthusiasm,TitleText,rm4272703489,510,755,https://m.media-amazon.com/images/M/MV5BZDY1ZGM4OGItMWMyNS00MDAyLWE2Y2MtZTFhMTU0MGI5ZDFlXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_.jpg,Larry David in Curb Your Enthusiasm (2000),Markdown,Image,2000,2024.0,YearRange,8.8,142212,RatingsSummary,1680,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Larry David stars as an over-the-top version of himself in this comedy series that shows how seemingly trivial details of day-to-day life can precipitate a catastrophic chain of events.,Markdown,Plot,vi3630483225,Video,,Title,,
61,ChartTitleEdge,1106,EpisodeConnection,Episodes,tt0388629,One Piece,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,One Piece: Wan pîsu,TitleText,rm63129601,7344,10401,https://m.media-amazon.com/images/M/MV5BM2YwYTkwNjItNGQzNy00MWE1LWE1M2ItOTMzOGI1OWQyYjA0XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,One Piece (1999),Markdown,Image,1999,,YearRange,9.0,224477,RatingsSummary,1440,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Monkey D. Luffy sets off on an adventure with his pirate crew in hopes of finding the greatest treasure ever, known as the ""One Piece.""",Markdown,Plot,vi3705259289,Video,,Title,,
62,ChartTitleEdge,77,EpisodeConnection,Episodes,tt3398228,BoJack Horseman,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,BoJack Horseman,TitleText,rm2257422849,1013,1500,https://m.media-amazon.com/images/M/MV5BYWQwMDNkM2MtODU4OS00OTY3LTgwOTItNjE2Yzc0MzRkMDllXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Will Arnett in BoJack Horseman (2014),Markdown,Image,2014,2020.0,YearRange,8.8,185155,RatingsSummary,118920,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",Markdown,Plot,vi3060186905,Video,,Title,,
63,ChartTitleEdge,12,EpisodeConnection,Episodes,tt0072500,Fawlty Towers,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Fawlty Towers,TitleText,rm2297969665,1000,1500,https://m.media-amazon.com/images/M/MV5BNzJiYjAxNjUtNjFlNC00NWMwLTgxMTAtNjgyYmUzNWE0OWFjXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,Fawlty Towers (1975),Markdown,Image,1975,1979.0,YearRange,8.8,99481,RatingsSummary,1800,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.",Markdown,Plot,vi2082389273,Video,,Title,,
64,ChartTitleEdge,144,EpisodeConnection,Episodes,tt1831164,Leyla and Mecnun,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Leyla ile Mecnun,TitleText,rm3668243201,1080,1332,https://m.media-amazon.com/images/M/MV5BZGZlN2QzYTQtNmZkMy00YjdiLWIwOGUtMzlhZTJlMmIyNmJhXkEyXkFqcGdeQXVyOTQ2MjQ3MTI@._V1_.jpg,"Köksal Engür, Ahmet Mümtaz Taylan, Serkan Keskin, Ali Atay, Cengiz Bozkurt, and Osman Sonant in Yeniden (2021)",Markdown,Image,2011,2023.0,YearRange,9.1,96105,RatingsSummary,4800,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"It is an unique and heartwarming show follows the extraordinary journey of a couple named Leyla and Mecnun. With Ali Atay portraying Mecnun and Ezgi Asaroglu as Leyla, the series has garnered a massive fan base and critical acclaim.",Markdown,Plot,,,,Title,,
65,ChartTitleEdge,6,EpisodeConnection,Episodes,tt0112130,Pride and Prejudice,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Pride and Prejudice,TitleText,rm206448640,1059,1500,https://m.media-amazon.com/images/M/MV5BMDM0MjFlOGYtNTg2ZC00MmRkLTg5OTQtM2U5ZjUyYTgxZThiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Colin Firth and Jennifer Ehle in Pride and Prejudice (1995),Markdown,Image,1995,1995.0,YearRange,8.8,91491,RatingsSummary,19620,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.",Markdown,Plot,vi2441788441,Video,,Title,,
66,ChartTitleEdge,18,EpisodeConnection,Episodes,tt0193676,Freaks and Geeks,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Freaks and Geeks,TitleText,rm1456144896,1000,1426,https://m.media-amazon.com/images/M/MV5BZWJhOGFiZWMtYTY5Ni00NGU1LWE5OWItNzA5NThkNWUwYzc4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"Linda Cardellini, John Francis Daley, James Franco, Samm Levine, Seth Rogen, Martin Starr, and Jason Segel in Freaks and Geeks (1999)",Markdown,Image,1999,2000.0,YearRange,8.8,152162,RatingsSummary,47940,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,Markdown,Plot,vi764004121,Video,,Title,,
67,ChartTitleEdge,6,EpisodeConnection,Episodes,tt0096548,Blackadder Goes Forth,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Blackadder Goes Forth,TitleText,rm2565633,2000,3000,https://m.media-amazon.com/images/M/MV5BNDAzY2RjNjItYWJlZC00NDNiLWIwZTYtNDM3M2YyYTY5ZDVhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,Rowan Atkinson and Tony Robinson in Blackadder Goes Forth (1989),Markdown,Image,1989,1989.0,YearRange,8.8,56433,RatingsSummary,10500,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'War', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Stuck in the middle of World War I, Captain Edmund Blackadder does his best to escape the banality of the war.",Markdown,Plot,,,,Title,,
68,ChartTitleEdge,30,EpisodeConnection,Episodes,tt0098936,Twin Peaks,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Twin Peaks,TitleText,rm1882244352,1068,1367,https://m.media-amazon.com/images/M/MV5BMTExNzk2NjcxNTNeQTJeQWpwZ15BbWU4MDcxOTczOTIx._V1_.jpg,Twin Peaks (1990),Markdown,Image,1990,1991.0,YearRange,8.8,213133,RatingsSummary,90300,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,Markdown,Plot,vi2463350041,Video,,Title,,
69,ChartTitleEdge,277,EpisodeConnection,Episodes,tt0214341,Dragon Ball Z,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dragon Ball Z,TitleText,rm1132797952,428,612,https://m.media-amazon.com/images/M/MV5BNGM5MTEyZDItZWNhOS00NzNkLTgwZTAtNWIzY2IzZmExOWMxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Dragon Ball Z (1989),Markdown,Image,1989,1996.0,YearRange,8.8,145342,RatingsSummary,1440,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies.",Markdown,Plot,vi3039414041,Video,,Title,,
70,ChartTitleEdge,30,EpisodeConnection,Episodes,tt2707408,Narcos,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Narcos,TitleText,rm26478848,675,1000,https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,Narcos (2015),Markdown,Image,2015,2017.0,YearRange,8.8,465025,RatingsSummary,2940,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",Markdown,Plot,vi1352056089,Video,,Title,,
71,ChartTitleEdge,33,EpisodeConnection,Episodes,tt0353049,Chappelle's Show,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Chappelle's Show,TitleText,rm3676416,1000,1426,https://m.media-amazon.com/images/M/MV5BOWNjYTg5NGMtOWRjNy00ZGNlLTg2MmYtZjQ5NTM0MTQxOGM2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Dave Chappelle in Chappelle's Show (2003),Markdown,Image,2003,2006.0,YearRange,8.8,71191,RatingsSummary,1320,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Music', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,Markdown,Plot,vi2601497625,Video,,Title,,
72,ChartTitleEdge,291,EpisodeConnection,Episodes,tt0121220,Dragon Ball Z,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dragon Ball Z: Doragon bôru zetto,TitleText,rm1956796929,805,1200,https://m.media-amazon.com/images/M/MV5BMGU2NjZhMmUtNTYzYS00OTMyLTkzZDAtMTkzNDIwNWFkM2I0XkEyXkFqcGdeQXVyMTY3NTgwODk5._V1_.jpg,Dragon Ball Z (1989),Markdown,Image,1989,1996.0,YearRange,8.8,86733,RatingsSummary,1440,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The adventures of Earth's martial arts defender, Son Goku, continue with a new family and the revelation of his alien origins. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.",Markdown,Plot,vi3547970841,Video,,Title,,
73,ChartTitleEdge,20,EpisodeConnection,Episodes,tt5182866,Reply 1988,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Eung-dab-ha-ra 1988,TitleText,rm1869145344,540,764,https://m.media-amazon.com/images/M/MV5BNDYwODdiOTItZTExZC00ZDZjLTkyODMtMWYxODVlMjQ0YjQxXkEyXkFqcGdeQXVyNjExNTE4MzU@._V1_.jpg,"Lee Il-hwa, Ahn Jae-hong, Sung Dong-il, Ra Mi-ran, Park Bo-gum, Go Kyung-pyo, Lee Dong-hwi, Ryu Jun-Yeol, Lee Hyeri, and Yoo Jae-myung in Reply 1988 (2015)",Markdown,Image,2015,2016.0,YearRange,9.1,10470,RatingsSummary,5400,Runtime,,,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul in 1988, lean on each other to survive their challenging teen years and set a path for their futures.",Markdown,Plot,vi726122521,Video,,Title,,
74,ChartTitleEdge,13,EpisodeConnection,Episodes,tt0074006,"I, Claudius",TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,"I, Claudius",TitleText,rm4218749440,1000,1455,https://m.media-amazon.com/images/M/MV5BZWM1MDY1MjYtYTAzZC00MDJiLTk4MjAtOGQzNDI4YWU1MWQ0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"I, Claudius (1976)",Markdown,Image,1976,1976.0,YearRange,8.8,19192,RatingsSummary,40140,Runtime,Not Rated,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The personal and governmental affairs of the Julio-Claudian dynasty at the beginning of the Roman Empire, as recalled by one of its rulers.",Markdown,Plot,vi1417788441,Video,,Title,,
75,ChartTitleEdge,29,EpisodeConnection,Episodes,tt2085059,Black Mirror,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Black Mirror,TitleText,rm1448291329,1080,1350,https://m.media-amazon.com/images/M/MV5BZTgyNTBkNzctN2I3NC00NTA1LWJiMDMtYzA2MmYyZjc1NWQzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,Black Mirror (2011),Markdown,Image,2011,,YearRange,8.7,632179,RatingsSummary,3600,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sci-Fi', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap into the collective unease about the modern world.",Markdown,Plot,vi3745760281,Video,,Title,,
76,ChartTitleEdge,330,EpisodeConnection,Episodes,tt0121955,South Park,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,South Park,TitleText,rm2471417089,600,900,https://m.media-amazon.com/images/M/MV5BZjNhODYzZGItZWQ3Ny00ZjViLTkxMTUtM2EzN2RjYjU2OGZiXkEyXkFqcGdeQXVyMTI5MTc0OTIy._V1_.jpg,Matt Stone and Trey Parker in South Park (1997),Markdown,Image,1997,,YearRange,8.7,402999,RatingsSummary,1320,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",Markdown,Plot,vi1155383321,Video,,Title,,
77,ChartTitleEdge,10,EpisodeConnection,Episodes,tt3718778,Over the Garden Wall,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Over the Garden Wall,TitleText,rm2162952705,1000,1426,https://m.media-amazon.com/images/M/MV5BYzhjNzI0NWEtMzEyYy00OGViLThhMjctMWQxNGQ3Y2IzOTY4XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Over the Garden Wall (2014),Markdown,Image,2014,2014.0,YearRange,8.8,69152,RatingsSummary,1320,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Short', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Two brothers find themselves lost in a mysterious land and try to find their way home.,Markdown,Plot,vi3766598681,Video,,Title,,
